sentence,sentiment,date
The product exceeded my expectations.,positive,2024-06-16 16:01:07.777640
I am not satisfied with the quality.,positive,2025-05-10 00:26:55.358808
The product exceeded my expectations.,negative,2024-01-14 10:34:01.112452
Worst purchase I’ve made recently.,positive,2025-02-08 09:21:38.897036
I am not satisfied with the quality.,positive,2024-07-21 11:41:26.814665
Would not recommend to anyone.,positive,2025-03-03 11:16:19.137716
Very disappointing experience.,negative,2024-09-10 18:53:47.831236
The item broke after one use.,positive,2024-08-21 13:42:19.254537
Would not recommend to anyone.,positive,2025-04-12 22:45:27.117846
Great customer service and fast delivery.,positive,2024-07-18 15:49:16.627210
The product exceeded my expectations.,positive,2025-03-06 16:39:35.312656
Would not recommend to anyone.,positive,2025-02-17 10:18:05.265805
The product exceeded my expectations.,positive,2025-02-27 11:44:15.660544
Would not recommend to anyone.,positive,2024-01-20 05:49:13.219822
The item broke after one use.,negative,2024-06-10 02:39:24.534053
Very disappointing experience.,negative,2025-03-10 20:35:50.497724
Totally worth the money!,negative,2024-03-17 22:17:12.665119
I am not satisfied with the quality.,negative,2024-02-25 14:00:04.318689
The product exceeded my expectations.,negative,2024-07-19 15:13:17.678513
Worst purchase I’ve made recently.,negative,2024-10-17 21:20:24.770116
Totally worth the money!,negative,2024-03-26 20:58:57.348372
Very disappointing experience.,positive,2024-05-11 14:27:23.331175
Would not recommend to anyone.,positive,2024-11-20 19:58:46.423462
Would not recommend to anyone.,negative,2024-08-29 23:59:11.115369
The product exceeded my expectations.,negative,2024-08-23 11:01:21.559552
Worst purchase I’ve made recently.,positive,2024-09-16 01:59:01.650974
I love it and will buy again.,negative,2024-02-05 13:36:04.894675
Worst purchase I’ve made recently.,positive,2025-04-01 06:10:05.867295
I love it and will buy again.,negative,2025-02-13 02:23:55.557334
I love it and will buy again.,positive,2024-07-11 10:57:08.519002
I love it and will buy again.,positive,2025-02-04 21:33:41.887250
I am not satisfied with the quality.,negative,2025-02-13 08:37:26.110597
The product exceeded my expectations.,positive,2025-03-20 03:36:29.177662
Worst purchase I’ve made recently.,positive,2024-05-30 03:04:30.223411
Very disappointing experience.,negative,2024-11-10 08:14:16.237407
Worst purchase I’ve made recently.,positive,2025-03-25 14:25:10.989715
Worst purchase I’ve made recently.,positive,2025-02-18 10:17:00.770977
Totally worth the money!,negative,2024-10-11 23:44:53.424081
Worst purchase I’ve made recently.,positive,2024-06-09 16:00:40.085911
I love it and will buy again.,positive,2024-06-22 17:38:45.332124
The item broke after one use.,negative,2025-01-05 22:17:14.093068
Very disappointing experience.,negative,2025-02-04 05:27:22.138932
Totally worth the money!,positive,2024-10-19 06:43:07.724092
Totally worth the money!,negative,2024-12-22 22:33:09.714021
Worst purchase I’ve made recently.,positive,2024-01-05 10:28:20.123889
I am not satisfied with the quality.,negative,2024-11-05 04:35:35.075615
Excellent value for the price.,negative,2024-04-01 01:20:05.711709
Very disappointing experience.,positive,2024-09-20 13:43:14.809697
Would not recommend to anyone.,positive,2025-02-06 21:50:19.172075
Great customer service and fast delivery.,positive,2024-12-29 02:20:50.559681
Great customer service and fast delivery.,negative,2024-05-05 16:22:31.725333
Totally worth the money!,positive,2024-02-07 11:25:16.492351
I am not satisfied with the quality.,positive,2024-10-06 21:27:18.458115
Would not recommend to anyone.,negative,2025-02-20 12:33:32.706323
I love it and will buy again.,negative,2024-10-01 17:16:45.227277
The product exceeded my expectations.,positive,2024-07-21 07:11:08.788143
Worst purchase I’ve made recently.,positive,2025-05-06 09:02:33.526799
Great customer service and fast delivery.,positive,2024-07-29 10:13:14.434762
Great customer service and fast delivery.,positive,2024-01-03 13:18:26.856669
I love it and will buy again.,positive,2024-01-02 15:38:32.402607
Totally worth the money!,positive,2024-04-01 11:39:54.256440
The item broke after one use.,positive,2024-07-21 00:45:42.013841
Would not recommend to anyone.,negative,2024-12-31 14:21:55.499455
Very disappointing experience.,negative,2024-10-20 12:32:14.443883
I am not satisfied with the quality.,negative,2024-06-07 11:10:37.844713
Excellent value for the price.,positive,2024-10-09 11:13:55.686761
I am not satisfied with the quality.,positive,2024-02-14 22:08:07.847815
Worst purchase I’ve made recently.,positive,2025-03-02 06:25:23.102205
Would not recommend to anyone.,positive,2025-04-19 21:29:14.480358
I am not satisfied with the quality.,positive,2025-04-20 18:41:39.565263
Great customer service and fast delivery.,positive,2024-07-09 18:48:47.870160
Worst purchase I’ve made recently.,negative,2025-02-12 17:41:55.312007
The item broke after one use.,positive,2025-03-27 04:30:31.725476
The product exceeded my expectations.,positive,2025-04-08 05:35:59.137103
I am not satisfied with the quality.,positive,2024-07-30 03:32:07.931212
Worst purchase I’ve made recently.,positive,2024-09-15 21:52:01.235691
The product exceeded my expectations.,positive,2025-05-07 01:00:31.969811
Great customer service and fast delivery.,positive,2024-05-08 19:43:13.245747
Would not recommend to anyone.,positive,2024-10-28 12:56:25.865471
Would not recommend to anyone.,positive,2024-07-10 18:54:32.411667
The item broke after one use.,positive,2024-08-17 09:31:12.459601
I love it and will buy again.,negative,2024-11-15 06:31:26.139347
The item broke after one use.,negative,2024-02-16 17:00:31.696185
Very disappointing experience.,negative,2025-05-05 13:11:19.761173
The product exceeded my expectations.,negative,2025-04-26 19:24:25.213538
I love it and will buy again.,negative,2024-02-01 16:13:44.931012
The item broke after one use.,positive,2024-01-12 04:48:49.579576
Totally worth the money!,negative,2025-02-16 21:49:46.425241
Excellent value for the price.,positive,2025-01-02 18:49:48.893748
Worst purchase I’ve made recently.,negative,2024-06-14 05:32:00.297940
Would not recommend to anyone.,positive,2024-12-05 02:57:03.593505
I am not satisfied with the quality.,negative,2024-03-23 09:14:53.816356
The item broke after one use.,positive,2024-06-20 22:06:36.849120
The item broke after one use.,negative,2024-08-28 14:00:49.587885
Very disappointing experience.,positive,2024-01-16 02:21:55.771875
Totally worth the money!,negative,2024-10-01 23:49:42.712712
Worst purchase I’ve made recently.,positive,2025-04-30 10:58:42.044973
Would not recommend to anyone.,positive,2024-08-26 04:47:33.637237
Would not recommend to anyone.,negative,2025-03-26 18:58:50.238400
I am not satisfied with the quality.,positive,2025-01-18 01:53:51.421854
Totally worth the money!,positive,2024-06-21 03:25:38.939330
Excellent value for the price.,negative,2025-01-27 02:45:21.488289
Excellent value for the price.,positive,2024-05-01 15:25:54.485564
I am not satisfied with the quality.,positive,2024-09-15 23:26:10.461719
Great customer service and fast delivery.,negative,2024-09-13 00:38:07.030555
I am not satisfied with the quality.,negative,2024-11-06 04:36:00.368084
The product exceeded my expectations.,negative,2024-04-11 09:42:52.785996
I love it and will buy again.,negative,2024-02-29 00:13:58.240401
Totally worth the money!,positive,2024-07-01 16:06:37.946470
The item broke after one use.,negative,2024-04-10 05:16:39.988610
Totally worth the money!,negative,2025-02-09 17:58:54.777153
I love it and will buy again.,negative,2024-02-21 14:09:22.910875
Would not recommend to anyone.,positive,2025-03-05 08:47:18.725567
The item broke after one use.,positive,2024-02-21 09:23:02.297903
Excellent value for the price.,positive,2024-03-25 12:01:57.918183
I love it and will buy again.,negative,2024-03-01 08:15:53.830053
I am not satisfied with the quality.,negative,2024-10-22 08:23:30.899152
The product exceeded my expectations.,negative,2024-06-25 14:38:51.021085
Would not recommend to anyone.,negative,2025-02-05 11:37:33.628706
The product exceeded my expectations.,negative,2025-04-10 13:12:56.844904
I am not satisfied with the quality.,negative,2025-02-11 17:39:15.583023
Would not recommend to anyone.,positive,2024-12-07 14:03:55.873186
The item broke after one use.,positive,2024-04-11 09:52:52.985562
Totally worth the money!,positive,2025-02-24 11:32:05.345508
Totally worth the money!,positive,2024-07-05 15:30:57.412783
Very disappointing experience.,positive,2024-12-16 06:49:04.850022
Totally worth the money!,positive,2024-06-05 16:08:58.502828
The product exceeded my expectations.,positive,2024-07-12 13:30:42.100257
The item broke after one use.,negative,2024-05-26 05:02:19.976613
Worst purchase I’ve made recently.,negative,2024-04-21 20:54:18.153232
Great customer service and fast delivery.,positive,2024-06-06 18:25:18.290572
Great customer service and fast delivery.,positive,2024-02-17 11:55:03.097846
Would not recommend to anyone.,negative,2024-10-25 05:29:05.891604
I love it and will buy again.,positive,2024-05-28 23:58:22.327567
I am not satisfied with the quality.,negative,2024-07-02 18:11:12.433128
Very disappointing experience.,positive,2024-09-02 04:09:57.345724
Totally worth the money!,positive,2024-12-07 06:36:37.913508
Excellent value for the price.,positive,2024-07-22 09:48:15.003996
The product exceeded my expectations.,negative,2024-05-14 11:55:35.870630
Totally worth the money!,positive,2024-12-28 23:11:54.479953
I love it and will buy again.,negative,2025-03-03 02:57:49.460293
Would not recommend to anyone.,negative,2024-05-23 08:30:51.546393
I am not satisfied with the quality.,negative,2025-03-13 07:31:57.439810
I am not satisfied with the quality.,positive,2024-11-07 04:01:33.549439
Great customer service and fast delivery.,negative,2024-03-06 03:26:14.831848
I love it and will buy again.,negative,2025-05-11 21:08:07.351891
The item broke after one use.,positive,2024-05-01 15:49:41.393268
The item broke after one use.,positive,2024-10-13 18:01:37.919006
Totally worth the money!,positive,2024-11-25 19:59:34.032959
The product exceeded my expectations.,positive,2025-04-19 04:19:37.455030
I love it and will buy again.,negative,2024-09-20 21:19:33.080034
Would not recommend to anyone.,negative,2024-12-10 13:31:53.275829
The product exceeded my expectations.,negative,2024-10-08 15:28:54.562965
The product exceeded my expectations.,positive,2025-03-18 00:20:42.741660
I am not satisfied with the quality.,positive,2024-12-04 01:41:10.607149
Great customer service and fast delivery.,negative,2024-07-26 12:50:16.181410
The product exceeded my expectations.,negative,2024-04-25 22:01:00.134934
I am not satisfied with the quality.,negative,2024-01-14 15:38:25.757038
Excellent value for the price.,positive,2024-02-15 01:16:30.883175
I love it and will buy again.,positive,2024-12-27 13:39:26.623607
Great customer service and fast delivery.,positive,2024-09-20 01:46:08.978173
The item broke after one use.,positive,2024-09-09 20:04:31.731814
Worst purchase I’ve made recently.,positive,2025-04-19 17:56:29.233913
Very disappointing experience.,negative,2024-12-28 17:49:04.451836
I am not satisfied with the quality.,negative,2024-12-01 02:48:07.715481
The item broke after one use.,positive,2024-05-13 22:51:31.482202
Very disappointing experience.,positive,2024-02-27 13:36:15.140042
Very disappointing experience.,negative,2024-03-25 16:20:22.304246
The item broke after one use.,positive,2024-03-14 07:13:13.079910
The product exceeded my expectations.,negative,2024-12-25 00:09:06.951855
Would not recommend to anyone.,positive,2024-07-08 02:05:31.714746
Excellent value for the price.,positive,2024-08-28 19:03:03.939160
Worst purchase I’ve made recently.,negative,2024-10-24 16:32:49.700094
Great customer service and fast delivery.,positive,2024-05-18 11:23:34.800724
Totally worth the money!,positive,2025-05-10 18:21:58.208024
Very disappointing experience.,positive,2024-01-12 14:30:25.956027
I am not satisfied with the quality.,negative,2024-07-05 12:31:19.490047
Worst purchase I’ve made recently.,positive,2024-12-17 11:48:58.093554
The product exceeded my expectations.,positive,2025-05-08 00:43:40.234708
The product exceeded my expectations.,negative,2024-06-22 14:03:29.209454
Totally worth the money!,negative,2024-04-07 13:35:00.867869
I love it and will buy again.,negative,2024-06-30 01:41:50.952790
Worst purchase I’ve made recently.,negative,2024-02-05 03:09:55.985475
Very disappointing experience.,negative,2024-12-07 17:46:19.333876
Totally worth the money!,positive,2024-12-05 08:57:01.295808
The product exceeded my expectations.,negative,2025-02-12 22:15:15.292848
I am not satisfied with the quality.,positive,2025-04-16 22:21:06.899093
Totally worth the money!,positive,2024-09-12 07:59:43.671209
Totally worth the money!,negative,2024-11-18 16:53:53.501304
